id,serviceorder,locatienaam,monsternummer,nummeranalyserapport,rapportdatum,monsternemer,ruimte,tappunt,product,soort,tempvoor,tempna,analyzepakket,datum,tijd,rapportversie,parameter,component,resultaat,eh,startdatumanalyse,starttijdanalyse,omschrijving order,appt nr. 1,appt nr. 2,appt nr. 3,appt nr. 4
6898,SOHS88311,Noorderkroon (HW),1,5192535,2017-09-05,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,17.4,17.1,HDSC_3D_KZ,2017-08-28,11:20,1,ANA0000959,Koper (ICP-MS),58,µg̸l Cu,2017-09-01,10:50,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,,,,
6899,SOHS88311,Noorderkroon (HW),1,5192535,2017-09-05,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,17.4,17.1,HDSC_3D_KZ,2017-08-28,11:20,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-08-29,08:10,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,,,,
6900,SOHS88311,Noorderkroon (HW),1,5192535,2017-09-05,Hans Verhagen,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,17.4,17.1,HDSC_3D_KZ,2017-08-28,11:20,1,ANA0000959,Zilver (ICP-MS),<1,µg̸l Ag,2017-09-01,10:50,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,,,,
6901,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000580,Legionella non-pneumophila,100,kve̸l,2017-09-05,14:21,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6902,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-09-05,14:21,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6903,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000572,Koloniegetal 22 °C,52,kve̸ml,2017-08-29,11:11,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6904,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000959,Koper (ICP-MS),440,µg̸l Cu,2017-09-01,10:50,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6905,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000577,Totaal Legionella spp,100,kve̸l,2017-08-29,08:10,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6906,SOHS88311,Noorderkroon (HW),2,5192536,2017-09-06,Hans Verhagen,Appartement 305,Douche,Drinkwater,Koud water,20.8,16.7,HDSC_3D_KZ,2017-08-28,11:10,1,ANA0000959,Zilver (ICP-MS),33,µg̸l Ag,2017-09-01,10:50,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,305,,,
6907,SOHS88311,Noorderkroon (HW),3,5192537,2017-09-06,Hans Verhagen,Appartement 317,Douche,Drinkwater,Koud water,21.7,18.1,HDSC_11,2017-08-28,11:15,1,ANA0000580,Legionella non-pneumophila,300,kve̸l,2017-09-05,15:04,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,317,,,
6908,SOHS88311,Noorderkroon (HW),3,5192537,2017-09-06,Hans Verhagen,Appartement 317,Douche,Drinkwater,Koud water,21.7,18.1,HDSC_11,2017-08-28,11:15,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-09-05,15:04,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,317,,,
6909,SOHS88311,Noorderkroon (HW),3,5192537,2017-09-06,Hans Verhagen,Appartement 317,Douche,Drinkwater,Koud water,21.7,18.1,HDSC_11,2017-08-28,11:15,1,ANA0000577,Totaal Legionella spp,300,kve̸l,2017-08-29,08:10,Maandelijkse mon koper/zilverinstal 2 mons + 1 hol,317,,,
10102,SOHS87113,Nieuwehagen (HW),1,5170377,2017-07-19,Giel van de Leest,Badkamer appartement 2.31,Douche,Drinkwater,Koud water,27.1,26.4,HDSC_11,2017-07-11,08:40,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-07-12,07:41,Hol 2 monsters na chemische reiniging,2.31,,,
9684,SOHS87052,Nieuwehagen (HW),1,5176261,2017-07-25,Giel van de Leest,Watermeterruimte,Aftap na waterontharder,Drinkwater,Koud water,16.2,15.5,HARDTOT_03,2017-07-20,14:30,1,ANA0000202,Calcium (ICP-MS),53,mg̸l Ca,2017-07-24,16:36,Extra mon hardheid 1 monster,,,,
9685,SOHS87052,Nieuwehagen (HW),1,5176261,2017-07-25,Giel van de Leest,Watermeterruimte,Aftap na waterontharder,Drinkwater,Koud water,16.2,15.5,HARDTOT_03,2017-07-20,14:30,1,ANA0000358,Magnesium (ICP-MS),7.9,mg̸l Mg,2017-07-24,16:36,Extra mon hardheid 1 monster,,,,
9686,SOHS87052,Nieuwehagen (HW),1,5176261,2017-07-25,Giel van de Leest,Watermeterruimte,Aftap na waterontharder,Drinkwater,Koud water,16.2,15.5,HARDTOT_03,2017-07-20,14:30,1,ANA0000304,Totale hardheid berekend,1.64,mmol̸l,2017-07-25,11:44,Extra mon hardheid 1 monster,,,,
9701,SOHS87051,Noorderkroon (HW),1,5176216,2017-07-25,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,16.0,15.7,HARDTOT_03,2017-07-20,13:30,1,ANA0000202,Calcium (ICP-MS),39,mg̸l Ca,2017-07-24,16:40,Extra mon hardheid 2 monsters,C1.17,,,
9702,SOHS87051,Noorderkroon (HW),1,5176216,2017-07-25,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,16.0,15.7,HARDTOT_03,2017-07-20,13:30,1,ANA0000358,Magnesium (ICP-MS),5.8,mg̸l Mg,2017-07-24,16:40,Extra mon hardheid 2 monsters,C1.17,,,
9703,SOHS87051,Noorderkroon (HW),1,5176216,2017-07-25,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,16.0,15.7,HARDTOT_03,2017-07-20,13:30,1,ANA0000304,Totale hardheid berekend,1.21,mmol̸l,2017-07-25,11:44,Extra mon hardheid 2 monsters,C1.17,,,
9704,SOHS87051,Noorderkroon (HW),2,5176217,2017-07-25,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2,Drinkwater,Koud water,16.7,15.6,HARDTOT_03,2017-07-20,13:37,1,ANA0000202,Calcium (ICP-MS),29,mg̸l Ca,2017-07-24,16:31,Extra mon hardheid 2 monsters,C1.17,,,
9705,SOHS87051,Noorderkroon (HW),2,5176217,2017-07-25,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2,Drinkwater,Koud water,16.7,15.6,HARDTOT_03,2017-07-20,13:37,1,ANA0000358,Magnesium (ICP-MS),4.3,mg̸l Mg,2017-07-24,16:31,Extra mon hardheid 2 monsters,C1.17,,,
9706,SOHS87051,Noorderkroon (HW),2,5176217,2017-07-25,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2,Drinkwater,Koud water,16.7,15.6,HARDTOT_03,2017-07-20,13:37,1,ANA0000304,Totale hardheid berekend,0.902,mmol̸l,2017-07-25,11:44,Extra mon hardheid 2 monsters,C1.17,,,
11317,SOHS86701,Nieuwehagen (HW),1,5166826,2017-07-07,Giel van de Leest,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water,20.0,17.9,HDSC_3D_KZ,2017-06-29,13:00,1,ANA0000572,Koloniegetal 22 °C,36,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11318,SOHS86701,Nieuwehagen (HW),1,5166826,2017-07-07,Giel van de Leest,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water,20.0,17.9,HDSC_3D_KZ,2017-06-29,13:00,1,ANA0000338,Koper (ICP-MS),400,µg̸l Cu,2017-06-30,14:43,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11319,SOHS86701,Nieuwehagen (HW),1,5166826,2017-07-07,Giel van de Leest,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water,20.0,17.9,HDSC_3D_KZ,2017-06-29,13:00,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,08:41,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11320,SOHS86701,Nieuwehagen (HW),1,5166826,2017-07-07,Giel van de Leest,Werkplaats kelder,1e tappunt na koper/zilverionisatie wastafelkraan,Drinkwater,Koud water,20.0,17.9,HDSC_3D_KZ,2017-06-29,13:00,1,ANA0000531,Zilver (ICP-MS),12,µg̸l Ag,2017-06-30,14:43,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11321,SOHS86701,Nieuwehagen (HW),2,5166827,2017-07-07,Giel van de Leest,Badkamer appartement 2.31,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.6,20.4,HDSC_3D_KZ,2017-06-29,12:53,1,ANA0000572,Koloniegetal 22 °C,5000,kve̸ml,2017-06-30,09:30,Maandelijkse mon koper/zilverionisatie 4 monsters,2.31,,,
11322,SOHS86701,Nieuwehagen (HW),2,5166827,2017-07-07,Giel van de Leest,Badkamer appartement 2.31,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.6,20.4,HDSC_3D_KZ,2017-06-29,12:53,1,ANA0000338,Koper (ICP-MS),440,µg̸l Cu,2017-06-30,12:29,Maandelijkse mon koper/zilverionisatie 4 monsters,2.31,,,
11323,SOHS86701,Nieuwehagen (HW),2,5166827,2017-07-07,Giel van de Leest,Badkamer appartement 2.31,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.6,20.4,HDSC_3D_KZ,2017-06-29,12:53,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,10:24,Maandelijkse mon koper/zilverionisatie 4 monsters,2.31,,,
11324,SOHS86701,Nieuwehagen (HW),2,5166827,2017-07-07,Giel van de Leest,Badkamer appartement 2.31,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.6,20.4,HDSC_3D_KZ,2017-06-29,12:53,1,ANA0000531,Zilver (ICP-MS),9.9,µg̸l Ag,2017-06-30,12:29,Maandelijkse mon koper/zilverionisatie 4 monsters,2.31,,,
11325,SOHS86701,Nieuwehagen (HW),3,5166828,2017-07-07,Giel van de Leest,Badkamer appartement 2.66,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.9,21.0,HDSC_3D_KZ,2017-06-29,12:45,1,ANA0000572,Koloniegetal 22 °C,45,kve̸ml,2017-06-30,09:27,Maandelijkse mon koper/zilverionisatie 4 monsters,2.66,,,
11326,SOHS86701,Nieuwehagen (HW),3,5166828,2017-07-07,Giel van de Leest,Badkamer appartement 2.66,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.9,21.0,HDSC_3D_KZ,2017-06-29,12:45,1,ANA0000338,Koper (ICP-MS),530,µg̸l Cu,2017-06-30,13:10,Maandelijkse mon koper/zilverionisatie 4 monsters,2.66,,,
11327,SOHS86701,Nieuwehagen (HW),3,5166828,2017-07-07,Giel van de Leest,Badkamer appartement 2.66,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.9,21.0,HDSC_3D_KZ,2017-06-29,12:45,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,10:19,Maandelijkse mon koper/zilverionisatie 4 monsters,2.66,,,
11328,SOHS86701,Nieuwehagen (HW),3,5166828,2017-07-07,Giel van de Leest,Badkamer appartement 2.66,Douche zonder legionelladouchekop,Drinkwater,Koud water,23.9,21.0,HDSC_3D_KZ,2017-06-29,12:45,1,ANA0000531,Zilver (ICP-MS),9.7,µg̸l Ag,2017-06-30,13:10,Maandelijkse mon koper/zilverionisatie 4 monsters,2.66,,,
11329,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000580,Legionella non-pneumophila,800,kve̸l,2017-07-07,15:12,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11330,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-07-07,15:12,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11331,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000572,Koloniegetal 22 °C,5000,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11332,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000338,Koper (ICP-MS),470,µg̸l Cu,2017-06-30,12:51,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11333,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000577,Totaal Legionella spp,800,kve̸l,2017-06-30,10:21,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11334,SOHS86701,Nieuwehagen (HW),4,5166829,2017-07-07,Giel van de Leest,Kamer 070 4 PG,Douche zonder legionelladouchekop,Drinkwater,Koud water,22.0,20.2,HDSC_3D_KZ,2017-06-29,12:40,1,ANA0000531,Zilver (ICP-MS),8.8,µg̸l Ag,2017-06-30,12:51,Maandelijkse mon koper/zilverionisatie 4 monsters,070,,,
11590,SOHS86699,Noorderkroon (HW),1,5166796,2017-07-07,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.5,18.5,HDSC_3D_KZ,2017-06-29,12:05,1,ANA0000572,Koloniegetal 22 °C,11,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11591,SOHS86699,Noorderkroon (HW),1,5166796,2017-07-07,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.5,18.5,HDSC_3D_KZ,2017-06-29,12:05,1,ANA0000338,Koper (ICP-MS),260,µg̸l Cu,2017-06-30,13:45,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11592,SOHS86699,Noorderkroon (HW),1,5166796,2017-07-07,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.5,18.5,HDSC_3D_KZ,2017-06-29,12:05,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,08:41,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11593,SOHS86699,Noorderkroon (HW),1,5166796,2017-07-07,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.5,18.5,HDSC_3D_KZ,2017-06-29,12:05,1,ANA0000531,Zilver (ICP-MS),16,µg̸l Ag,2017-06-30,13:45,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
11594,SOHS86699,Noorderkroon (HW),2,5166797,2017-07-07,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.8,18.2,HDSC_3D_KZ,2017-06-29,12:00,1,ANA0000572,Koloniegetal 22 °C,640,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
11595,SOHS86699,Noorderkroon (HW),2,5166797,2017-07-07,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.8,18.2,HDSC_3D_KZ,2017-06-29,12:00,1,ANA0000338,Koper (ICP-MS),570,µg̸l Cu,2017-06-30,12:43,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
11596,SOHS86699,Noorderkroon (HW),2,5166797,2017-07-07,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.8,18.2,HDSC_3D_KZ,2017-06-29,12:00,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,10:21,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
11597,SOHS86699,Noorderkroon (HW),2,5166797,2017-07-07,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.8,18.2,HDSC_3D_KZ,2017-06-29,12:00,1,ANA0000531,Zilver (ICP-MS),12,µg̸l Ag,2017-06-30,12:43,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
11598,SOHS86699,Noorderkroon (HW),3,5166798,2017-07-07,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,22.3,20.5,HDSC_3D_KZ,2017-06-29,11:50,1,ANA0000572,Koloniegetal 22 °C,2,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
11599,SOHS86699,Noorderkroon (HW),3,5166798,2017-07-07,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,22.3,20.5,HDSC_3D_KZ,2017-06-29,11:50,1,ANA0000338,Koper (ICP-MS),690,µg̸l Cu,2017-06-30,14:34,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
11600,SOHS86699,Noorderkroon (HW),3,5166798,2017-07-07,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,22.3,20.5,HDSC_3D_KZ,2017-06-29,11:50,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,10:20,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
11601,SOHS86699,Noorderkroon (HW),3,5166798,2017-07-07,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,22.3,20.5,HDSC_3D_KZ,2017-06-29,11:50,1,ANA0000531,Zilver (ICP-MS),11,µg̸l Ag,2017-06-30,14:34,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
11602,SOHS86699,Noorderkroon (HW),4,5166799,2017-07-07,Giel van de Leest,Appartement 305,Douche,Drinkwater,Koud water,22.8,19.2,HDSC_3D_KZ,2017-06-29,11:40,1,ANA0000572,Koloniegetal 22 °C,32,kve̸ml,2017-06-30,09:29,Maandelijkse mon koper/zilverionisatie 4 monsters,305,,,
11603,SOHS86699,Noorderkroon (HW),4,5166799,2017-07-07,Giel van de Leest,Appartement 305,Douche,Drinkwater,Koud water,22.8,19.2,HDSC_3D_KZ,2017-06-29,11:40,1,ANA0000338,Koper (ICP-MS),470,µg̸l Cu,2017-06-30,13:20,Maandelijkse mon koper/zilverionisatie 4 monsters,305,,,
11604,SOHS86699,Noorderkroon (HW),4,5166799,2017-07-07,Giel van de Leest,Appartement 305,Douche,Drinkwater,Koud water,22.8,19.2,HDSC_3D_KZ,2017-06-29,11:40,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-30,10:20,Maandelijkse mon koper/zilverionisatie 4 monsters,305,,,
11605,SOHS86699,Noorderkroon (HW),4,5166799,2017-07-07,Giel van de Leest,Appartement 305,Douche,Drinkwater,Koud water,22.8,19.2,HDSC_3D_KZ,2017-06-29,11:40,1,ANA0000531,Zilver (ICP-MS),13,µg̸l Ag,2017-07-03,14:22,Maandelijkse mon koper/zilverionisatie 4 monsters,305,,,
15283,SOHS86402,Nieuwehagen (HW),1,5154990,2017-06-14,Giel van de Leest,Badkamer appartement 2.30,Douchemengkraan zonder legionelladouchekop,Drinkwater,Koud water,24.6,19.1,HDSC_11,2017-06-06,14:15,1,ANA0000580,Legionella non-pneumophila,1000,kve̸l,2017-06-14,13:42,Hol 2 monsters na thermische reiniging,2.30,,,
15284,SOHS86402,Nieuwehagen (HW),1,5154990,2017-06-14,Giel van de Leest,Badkamer appartement 2.30,Douchemengkraan zonder legionelladouchekop,Drinkwater,Koud water,24.6,19.1,HDSC_11,2017-06-06,14:15,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-06-14,13:42,Hol 2 monsters na thermische reiniging,2.30,,,
15285,SOHS86402,Nieuwehagen (HW),1,5154990,2017-06-14,Giel van de Leest,Badkamer appartement 2.30,Douchemengkraan zonder legionelladouchekop,Drinkwater,Koud water,24.6,19.1,HDSC_11,2017-06-06,14:15,1,ANA0000577,Totaal Legionella spp,1000,kve̸l,2017-06-07,08:29,Hol 2 monsters na thermische reiniging,2.30,,,
15286,SOHS86402,Nieuwehagen (HW),2,5154991,2017-06-14,Giel van de Leest,Kamer 070 4 PG,Douchemengkraan zonder legionelladouchekop,Drinkwater,Koud water,20.6,17.2,HDSC_11,2017-06-06,14:25,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-06-07,08:44,Hol 2 monsters na thermische reiniging,070,,,
16681,SOHS85716,Noorderkroon (HW),1,5149680,2017-06-02,Giel van de Leest,Appartement 317,Douche,Drinkwater,Koud water,22.6,17.0,HDSC_11,2017-05-24,12:00,1,ANA0000580,Legionella non-pneumophila,1300,kve̸l,2017-06-01,16:16,Hol 1 monster,317,,,
16682,SOHS85716,Noorderkroon (HW),1,5149680,2017-06-02,Giel van de Leest,Appartement 317,Douche,Drinkwater,Koud water,22.6,17.0,HDSC_11,2017-05-24,12:00,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-06-01,16:16,Hol 1 monster,317,,,
16683,SOHS85716,Noorderkroon (HW),1,5149680,2017-06-02,Giel van de Leest,Appartement 317,Douche,Drinkwater,Koud water,22.6,17.0,HDSC_11,2017-05-24,12:00,1,ANA0000577,Totaal Legionella spp,1300,kve̸l,2017-05-25,09:03,Hol 1 monster,317,,,
16708,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000580,Legionella non-pneumophila,300,kve̸l,2017-06-01,16:52,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16709,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000580,Legionella pneumophila,<100,kve̸l,2017-06-01,16:52,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16710,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000572,Koloniegetal 22 °C,55,kve̸ml,2017-05-25,08:34,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16711,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000338,Koper (ICP-MS),230,µg̸l Cu,2017-05-25,14:49,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16712,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000577,Totaal Legionella spp,300,kve̸l,2017-05-25,09:04,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16713,SOHS85713,Noorderkroon (HW),1,5149631,2017-06-02,Giel van de Leest,Kelder koper/zilver ruimte,1e tappunt na koper/zilverion. tapkraan groep A,Drinkwater,Koud water,18.1,18.1,HDSC_3D_KZ,2017-05-24,12:10,1,ANA0000531,Zilver (ICP-MS),5.4,µg̸l Ag,2017-05-25,14:49,Maandelijkse mon koper/zilverionisatie 4 monsters,,,,
16714,SOHS85713,Noorderkroon (HW),2,5149632,2017-06-01,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.0,16.8,HDSC_3D_KZ,2017-05-24,12:15,1,ANA0000572,Koloniegetal 22 °C,1400,kve̸ml,2017-05-25,08:33,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
16715,SOHS85713,Noorderkroon (HW),2,5149632,2017-06-01,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.0,16.8,HDSC_3D_KZ,2017-05-24,12:15,1,ANA0000338,Koper (ICP-MS),460,µg̸l Cu,2017-05-25,14:44,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
16716,SOHS85713,Noorderkroon (HW),2,5149632,2017-06-01,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.0,16.8,HDSC_3D_KZ,2017-05-24,12:15,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-05-25,09:05,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
16717,SOHS85713,Noorderkroon (HW),2,5149632,2017-06-01,Giel van de Leest,Appartement 113,Douche,Drinkwater,Koud water,21.0,16.8,HDSC_3D_KZ,2017-05-24,12:15,1,ANA0000531,Zilver (ICP-MS),8.1,µg̸l Ag,2017-05-25,14:44,Maandelijkse mon koper/zilverionisatie 4 monsters,113,,,
16718,SOHS85713,Noorderkroon (HW),3,5149633,2017-06-01,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,21.6,17.2,HDSC_3D_KZ,2017-05-24,12:25,1,ANA0000572,Koloniegetal 22 °C,41,kve̸ml,2017-05-25,08:34,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
16719,SOHS85713,Noorderkroon (HW),3,5149633,2017-06-01,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,21.6,17.2,HDSC_3D_KZ,2017-05-24,12:25,1,ANA0000338,Koper (ICP-MS),560,µg̸l Cu,2017-05-25,14:25,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
16720,SOHS85713,Noorderkroon (HW),3,5149633,2017-06-01,Giel van de Leest,Appartement 20 PG,Douche,Drinkwater,Koud water,21.6,17.2,HDSC_3D_KZ,2017-05-24,12:25,1,ANA0000577,Totaal Legionella spp,<100,kve̸l,2017-05-25,09:23,Maandelijkse mon koper/zilverionisatie 4 monsters,20,,,
